firm_index,firm_ticker,q,p,u,d
375,PPL,0.5392153108838056,0.5338645418326693,1.0091631962841028,0.9896646992139473
376,PFG,0.5157433979187541,0.5227091633466135,1.0142953750077102,0.9851439136262016
377,PG,0.516002156649382,0.5346613545816733,1.0078686326119508,0.9919800385940187
378,PGR,0.5165529708344873,0.546613545816733,1.0098255921338186,0.9898709659215688
379,PLD,0.5212420163797941,0.5394422310756972,1.0107006018424711,0.98872287023472
380,PRU,0.522930689839461,0.5203187250996016,1.0136959671176033,0.9853617618851258
381,PTC,0.5272196177721471,0.546613545816733,1.0143590940039453,0.9843652381596625
382,PEG,0.5162017663726965,0.5195219123505976,1.0093435504941957,0.9903997791371101
383,PSA,0.523456206473068,0.5314741035856574,1.0092389246208042,0.9902263231128716
384,PHM,0.5258211874354025,0.5362549800796813,1.0153018911142997,0.9834082186427122
385,PVH,0.4939072654958687,0.4892430278884462,1.0219698458921604,0.9789120087941564
386,QRVO,0.5023785396328415,0.5115537848605578,1.017039529595673,0.9831564607066537
387,QCOM,0.504429846265609,0.5195219123505976,1.0152049648176438,0.9848835717090926
388,PWR,0.4910546863729171,0.5282868525896415,1.0143490760938147,0.9865062247284524
389,DGX,0.50641276420972,0.5211155378486055,1.0104446211794051,0.9896457976653203
390,RL,0.5134519412759798,0.5179282868525896,1.017237741622544,0.982176139909686
391,RJF,0.5072051938585349,0.5243027888446216,1.0138810968224188,0.9860753868631156
393,O,0.5398098584544704,0.5426294820717131,1.0095778939118656,0.9891530614569585
394,REG,0.5164610420912941,0.5147410358565737,1.0125101005013346,0.9870074746503175
395,REGN,0.4859462668353364,0.503585657370518,1.0137444978611658,0.9873544346974339
396,RF,0.503247009976834,0.5107569721115538,1.0157902431338102,0.98436284143929
397,RSG,0.5212750395845335,0.547410358565737,1.007734205890606,0.9919514096256052
398,RMD,0.5272883166575716,0.5561752988047809,1.0115112354730285,0.9875375354377344
399,RHI,0.5077433013127991,0.5163346613545817,1.0136185324386682,0.986315815987855
400,ROK,0.5246130834739278,0.5322709163346614,1.0123559850261585,0.9867402239914467
401,ROL,0.5286759075996134,0.546613545816733,1.0106216304487643,0.9884648104521857
402,ROP,0.5208206666570845,0.5370517928286852,1.0098507492905893,0.9896659014806579
403,ROST,0.5175202602218454,0.5298804780876494,1.0139655982154039,0.9853902826004
404,RCL,0.4940720058159718,0.4900398406374502,1.0236910310685339,0.9772171376184252
405,SPGI,0.5070472757796041,0.5290836653386454,1.0109447050579994,0.9891046438196163
406,CRM,0.5249727454250158,0.5322709163346614,1.0142254051357975,0.9846548539156
407,SBAC,0.5281288722389634,0.5450199203187251,1.0108780580436627,0.9882034970442812
408,SLB,0.49046743248084657,0.4900398406374502,1.0199335964693874,0.981162749706493
409,STX,0.5265843994980479,0.5338645418326693,1.0157709048892976,0.9828351133789054
410,SEE,0.5247700677131967,0.5250996015936255,1.0123039124801685,0.9867892630799858
411,SRE,0.5246693613839024,0.5362549800796813,1.0096810983675344,0.9896897276833253
412,NOW,0.5093648216479851,0.5370517928286852,1.0171388187534578,0.982570911419485
413,SHW,0.5107024768206023,0.5282868525896415,1.011121104896629,0.9887573752539206
414,SPG,0.5045092477299165,0.500398406374502,1.0159005269774328,0.9841704905801745
415,SWKS,0.5088646399251823,0.5083665338645418,1.016077386749969,0.9837058642146156
416,SNA,0.5174226543152988,0.5250996015936255,1.012152439561636,0.9873401430555727
417,SO,0.527224611173466,0.5410358565737052,1.008680384507576,0.990697644003084
418,LUV,0.4944620542652469,0.4796812749003984,1.0158141482516474,0.9848855878732086
419,SWK,0.5237322340183985,0.5051792828685259,1.0147364442333966,0.9841699060382402
420,SBUX,0.5097842461828435,0.5266932270916335,1.0113230657718528,0.9885892423243685
421,STT,0.5139371506381684,0.5091633466135458,1.014787935195893,0.9847314356265966
422,STE,0.5186593964911422,0.5434262948207171,1.0105929943051275,0.9889567416062884
423,SYK,0.5157324193678589,0.5290836653386454,1.0114397363008651,0.9881857556962432
424,SIVB,0.5176961146648631,0.5227091633466135,1.0191645265122888,0.9797994297005599
425,SYF,0.5254061534132926,0.5258964143426295,1.0162317074512652,0.9824067428139831
426,SNPS,0.5138178709404493,0.552191235059761,1.013100989811927,0.9865216450229168
427,SYY,0.5125666485037904,0.5227091633466135,1.0125658829669781,0.987152571474122
428,TMUS,0.482365779939553,0.5091633466135458,1.011047103007589,0.9900505861371981
429,TROW,0.516842350689883,0.5179282868525896,1.0129693991778483,0.9864960279651319
430,TTWO,0.5138719492772691,0.5123505976095617,1.0145325137553824,0.9850054655617138
431,TPR,0.507010215339015,0.5099601593625498,1.019327090413444,0.9804855086285117
432,TGT,0.49432453932639153,0.5203187250996016,1.012646422493759,0.9879906183466634
433,TEL,0.5207233363212933,0.5250996015936255,1.0121782061189046,0.9871412709729225
434,TDY,0.5238497278164187,0.5482071713147411,1.011753233701833,0.9874444240578638
435,TFX,0.5333545480874196,0.5322709163346614,1.0124721010496018,0.9861276598345041
436,TER,0.5099461262072951,0.5290836653386454,1.0174833153253673,0.9821714264139675
437,TSLA,0.4927074112014846,0.5282868525896415,1.0267041850666134,0.9744156275774548
438,TXN,0.5116854939317945,0.5235059760956176,1.0121039462543544,0.9876824745741939
439,TXT,0.5044089805610467,0.5123505976095617,1.0149248698221423,0.9851699269956197
440,COO,0.5347087667399707,0.545816733067729,1.0106516027988008,0.9881430862466529
441,HIG,0.5157705776213852,0.5274900398406375,1.0118520405055929,0.9877447628543242
442,HSY,0.5293987614249117,0.5585657370517928,1.007872897099522,0.9915229407130468
443,MOS,0.49498655524666935,0.5107569721115538,1.0210318015046909,0.9797394075141145
444,TRV,0.5387330309057653,0.5490039840637451,1.0094979498619834,0.9892941132272355
445,DIS,0.4983506607399818,0.4892430278884462,1.012394394744573,0.9880431070718046
446,TMO,0.5123792018998312,0.545816733067729,1.0113591986641155,0.9884302929769947
447,TJX,0.5012538351064273,0.5250996015936255,1.012586180751226,0.9877086092505499
448,TSCO,0.5139731172071432,0.547410358565737,1.0123165888960244,0.9873426585387618
450,TDG,0.5094294627730946,0.5354581673306773,1.0148581477043668,0.9849347030271769
451,TRMB,0.5103981467509817,0.5171314741035856,1.014583159001287,0.9851621681853832
454,TYL,0.5363355321220175,0.5537848605577689,1.011522265316925,0.9870569919794132
455,TSN,0.5096383170269143,0.499601593625498,1.0113724639635089,0.9885446677086267
456,USB,0.5235946563721073,0.5155378486055777,1.0116721615358373,0.9875465417959033
457,UDR,0.5383885064488785,0.5362549800796813,1.009893145123958,0.9888482667223678
458,ULTA,0.5194969556037261,0.5394422310756972,1.0157319439699326,0.9833630406343119
459,UAA,0.5127894461854068,0.5115537848605578,1.020959110092129,0.9783070727829397
460,UA,0.5188328228050947,0.5163346613545817,1.0201662484011682,0.9786262972675652
461,UNP,0.5221386111448918,0.5346613545816733,1.0110305946082796,0.9883210652594419
462,UAL,0.510384949505297,0.5083665338645418,1.0207716131803422,0.9787119873862883
463,UPS,0.5164143183394289,0.5258964143426295,1.0112054232274348,0.9884031851293755
464,URI,0.49772792016501716,0.5171314741035856,1.0195074273399183,0.9810246194305667
465,UNH,0.48589295356533857,0.5155378486055777,1.0112193522653856,0.9897437374716276
466,UHS,0.5121568679932164,0.5203187250996016,1.0135687774764328,0.9861210402336167
467,VLO,0.5041998411656972,0.5155378486055777,1.0181115819690862,0.9819417779136557
468,VTR,0.5185429852349217,0.5163346613545817,1.0141537442031066,0.9851269434688241
469,VRSN,0.5272686096667506,0.547410358565737,1.0105378938032188,0.9886241672310995
470,VRSK,0.5289383902651518,0.549800796812749,1.0093611899597403,0.9898677682998626
471,VZ,0.5294820574966735,0.5067729083665339,1.0074349255270278,0.9920129033294824
472,VRTX,0.5112160720627698,0.5306772908366534,1.0122551530612323,0.9875477823856053
473,VFC,0.5369165304549611,0.5123505976095617,1.013916818062804,0.9842499618847955
476,V,0.5126962995813857,0.5314741035856574,1.0108454551724535,0.98895588653201
477,VNO,0.5123720557562915,0.4796812749003984,1.0146080296195639,0.9850169399035198
478,VMC,0.48644065798526825,0.49482071713147413,1.0137721613588255,0.9873028269054812
479,WRB,0.5214387589638493,0.551394422310757,1.0099560693594545,0.98952507506312
480,GWW,0.5071826508044122,0.5346613545816733,1.0120985905854618,0.98791112390735
481,WAB,0.5183748508544861,0.5250996015936255,1.0146215442357898,0.984633581838029
482,WBA,0.5362625867793143,0.5139442231075697,1.0119838331822155,0.9865270866005041
483,WMT,0.5038826447578907,0.5147410358565737,1.008563135467288,0.9916628033073738
484,WM,0.5219009728866716,0.5442231075697211,1.0078233721239143,0.9918334112225632
485,WAT,0.5358875456472825,0.552988047808765,1.0112318215880052,0.987415968100465
486,WEC,0.5203339805055741,0.5314741035856574,1.008873746183049,0.9907462189948282
487,WFC,0.533249674163947,0.5227091633466135,1.0131504134233584,0.9853586255403508
489,WST,0.5213715758348014,0.547410358565737,1.0124164077255204,0.9868478879004245
490,WDC,0.5077991360391082,0.49482071713147413,1.020464182383582,0.979250124271332
491,WU,0.5286312370426584,0.5155378486055777,1.0111169925468635,0.9879113708912443
492,WRK,0.5350628646015042,0.5219123505976095,1.0151603511477747,0.9829371479795964
493,WY,0.5130069092104913,0.5099601593625498,1.0133618400686923,0.9862911219319697
494,WHR,0.5126926359540077,0.5099601593625498,1.0152024162510531,0.9843721231216495
495,WMB,0.5006836365117668,0.502788844621514,1.013251425111217,0.9870699524142443
497,WYNN,0.4846301058806631,0.48047808764940236,1.0234977029411612,0.9782503653806103
498,XEL,0.5306624226298805,0.5418326693227091,1.0085887767299995,0.9906695012189124
500,XYL,0.5116596142956936,0.5258964143426295,1.0122910763351085,0.987487702876161
501,YUM,0.5184050528634216,0.5338645418326693,1.0093304925911615,0.9903271677594168
502,ZBRA,0.5097544302765781,0.5346613545816733,1.0154367424399178,0.9843132484017612
503,ZBH,0.5026630482124881,0.502788844621514,1.0123397041986097,0.9878872343358688
504,ZION,0.5064403869610289,0.5075697211155379,1.015543847190719,0.9844123295150464
505,ZTS,0.5185634052191969,0.5418326693227091,1.0106788306311028,0.9888685998103955
